,ID,captions,map
38872,WPG-BIWOrG4_635_640,a man is slicing bread,24
38873,WPG-BIWOrG4_635_640,a man is slicing some bread,24
38874,WPG-BIWOrG4_635_640,the man is slicing a loaf of bread,24
38875,WPG-BIWOrG4_635_640,a man is slicing a loaf of bread,24
38876,WPG-BIWOrG4_635_640,a man cuts some bread,24
38877,WPG-BIWOrG4_635_640,the person is cutting the bread,24
38878,WPG-BIWOrG4_635_640,a man slices a loaf of bread with a knife,24
38879,WPG-BIWOrG4_635_640,a man is slicing the bread,24
38880,WPG-BIWOrG4_635_640,a man is cutting the bread,24
38881,WPG-BIWOrG4_635_640,a chef cutting a bread,24
38882,WPG-BIWOrG4_635_640,a man is slicing a loaf of bread,24
38883,WPG-BIWOrG4_635_640,even though the miracle blades did not pass the frozen food test,24
38884,WPG-BIWOrG4_635_640,cooking with jack the miracles blades series 3,24
38885,WPG-BIWOrG4_635_640,a man is slicing some bread,24
38886,WPG-BIWOrG4_635_640,one man is cutting a bread into pieces with knife,24
38887,WPG-BIWOrG4_635_640,the man sliced a loaf of homemade bread,24
38888,WPG-BIWOrG4_635_640,a man cooking his kichen,24
38889,WPG-BIWOrG4_635_640,the man is slicing a loaf of bread,24
38890,WPG-BIWOrG4_635_640,a man slices bread,24
39055,WTf5EgVY5uU_108_116,a person is adding cream,679
39056,WTf5EgVY5uU_108_116,a woman adds creamer,679
39057,WTf5EgVY5uU_108_116,a woman adds some cream,679
39058,WTf5EgVY5uU_108_116,a woman breaks some egg yolks into a bowl,679
39059,WTf5EgVY5uU_108_116,a woman is adding pepper and salt to egg,679
39060,WTf5EgVY5uU_108_116,a woman is adding several ingredients to a bowl of eggs,679
39061,WTf5EgVY5uU_108_116,a woman is mixing eggs,679
39062,WTf5EgVY5uU_108_116,a woman is mixing ingrediants,679
39063,WTf5EgVY5uU_108_116,a woman is pouring ingredients into a yellow mixture,679
39064,WTf5EgVY5uU_108_116,a woman is putting ingredients into a bowl,679
39065,WTf5EgVY5uU_108_116,a woman is putting ingredients into eggs,679
39066,WTf5EgVY5uU_108_116,a woman is spicing some scrambled eggs,679
39067,WTf5EgVY5uU_108_116,a woman mixes a couple of ingredients in with eggs,679
39068,WTf5EgVY5uU_108_116,a woman pours a small container of cream and some seasoning into an egg mixture,679
39069,WTf5EgVY5uU_108_116,a woman puts ingredients in a whisked egg,679
39070,WTf5EgVY5uU_108_116,the lady mixed up scrambled eggs,679
39071,WTf5EgVY5uU_108_116,the lady stirred ingredients into eggs,679
39072,WTf5EgVY5uU_108_116,the woman is seasoning eggs,679
39073,WTf5EgVY5uU_108_116,a person is cooking,679
39074,WTf5EgVY5uU_108_116,the man is cooking,679
39075,WTf5EgVY5uU_108_116,the women makeing omlet,679
39076,WTf5EgVY5uU_108_116,a woman puts cream into eggs,679
39077,WTf5EgVY5uU_108_116,a lady is open to pour a jelly in to a glass bowl,679
39078,WTf5EgVY5uU_108_116,the woman is adding spices to the solution,679
39079,WTf5EgVY5uU_108_116,chiken rice and egg food supper,679
39080,WTf5EgVY5uU_108_116,a woman is mixing some eggs,679
39081,WTf5EgVY5uU_108_116,put the cream,679
39082,WTf5EgVY5uU_108_116,a woman is preparing food,679
39083,WTf5EgVY5uU_108_116,she is cooking on the chicken,679
39084,WTf5EgVY5uU_108_116,someone preparing something,679
39085,WTf5EgVY5uU_108_116,a woman is adding some ingredients to eggs,679
39086,WTf5EgVY5uU_108_116,a woman coking,679
39087,WTf5EgVY5uU_108_116,someone is mixing ingrediants,679
39088,WTf5EgVY5uU_108_116,a person is preparing for cook,679
39089,WTf5EgVY5uU_108_116,a chinese lady cooking some sort of chicken and rice dish with her dog,679
39090,WTf5EgVY5uU_108_116,a person making omurice,679
39091,WTf5EgVY5uU_108_116,a woman is adding cream and salt to beaten egg,679
39092,WTf5EgVY5uU_108_116,a women is making dish,679
39093,WTf5EgVY5uU_108_116,a woman is beating eggs,679
39094,WTf5EgVY5uU_108_116,a woman is putting seasoning into a bowl of beaten eggs,679
39095,WTf5EgVY5uU_108_116,a woman adds cream and spices to a bowl of beaten eggs,679
39138,WTf5EgVY5uU_130_135,someone pours chopped onions in a skillet and sautes them,44
39139,WTf5EgVY5uU_130_135,a person cooks chopped onions,44
39140,WTf5EgVY5uU_130_135,a person is cooking onions,44
39141,WTf5EgVY5uU_130_135,a chef is sauteing diced onions,44
39142,WTf5EgVY5uU_130_135,a person puts chopping onions into a frying pan,44
39143,WTf5EgVY5uU_130_135,a woman is frying something,44
39144,WTf5EgVY5uU_130_135,a woman is stir frying diced onions,44
39145,WTf5EgVY5uU_130_135,a person is mixing ingredients in a frying pan,44
39146,WTf5EgVY5uU_130_135,someone is frying onions in a pan,44
39147,WTf5EgVY5uU_130_135,someoen is cooking onions,44
39148,WTf5EgVY5uU_130_135,a person is sauteing onions and garlic in a pan,44
39149,WTf5EgVY5uU_130_135,the lady stir fried the onions,44
39150,WTf5EgVY5uU_130_135,the woman sauteed garlic and onions,44
39151,WTf5EgVY5uU_130_135,food is stired in a pot,44
39152,WTf5EgVY5uU_130_135,chopped onions are sauteed in a pan,44
39153,WTf5EgVY5uU_130_135,a cook stirs chopped vegetables,44
39154,WTf5EgVY5uU_130_135,the lady fried onions in a pan,44
39155,WTf5EgVY5uU_130_135,onion frying in the pan,44
39156,WTf5EgVY5uU_130_135,she is cooking something,44
39157,WTf5EgVY5uU_130_135,a person is frying onions,44
39158,WTf5EgVY5uU_130_135,a person is cooking onions,44
39159,WTf5EgVY5uU_130_135,a person is adding chopped onion in a pan,44
39160,WTf5EgVY5uU_130_135,onions were added into the pan,44
39161,WTf5EgVY5uU_130_135,a person is sauteing onions in a frying pan,44
39162,WTf5EgVY5uU_130_135,someone is frying some onions,44
39163,WTf5EgVY5uU_130_135,a woman coking,44
39164,WTf5EgVY5uU_130_135,a chef sorting onions in a vessel,44
39165,WTf5EgVY5uU_130_135,a cook frying onion in a pan to make omurice,44
39166,WTf5EgVY5uU_130_135,a woman is frying onions,44
39167,WTf5EgVY5uU_130_135,a women is making food with her dog,44
39168,WTf5EgVY5uU_130_135,a man cooking his kichen,44
39169,WTf5EgVY5uU_130_135,chopped onions are dumped in a pan,44
39170,WTf5EgVY5uU_130_135,the woman is browning onion and garlic,44
39171,WTf5EgVY5uU_130_135,a woman is adding chopped onions into a frying pan,44
39172,WTf5EgVY5uU_130_135,very clear video for omurice cooking,44
39173,WTf5EgVY5uU_130_135,a woman is stirring some onion,44
39174,WTf5EgVY5uU_130_135,a woman is putting chopped onions into a pan,44
39175,WTf5EgVY5uU_130_135,a woman throws onion into a skillet,44
39375,WTf5EgVY5uU_33_39,the lady is slicing onions,581
39376,WTf5EgVY5uU_33_39,a woman is slicing partially into half of an onion,581
39377,WTf5EgVY5uU_33_39,a woman slices an onion,581
39378,WTf5EgVY5uU_33_39,w woman is making narrow cuts in a piece of onion,581
39379,WTf5EgVY5uU_33_39,a woman is cutting an onion,581
39380,WTf5EgVY5uU_33_39,a woman is slicing an onion,581
39381,WTf5EgVY5uU_33_39,a woman is chopping an onion,581
39382,WTf5EgVY5uU_33_39,a woman is slicing onion,581
39383,WTf5EgVY5uU_33_39,a woman is cutting through an onion,581
39384,WTf5EgVY5uU_33_39,a woman is slicing an onion with a knife,581
39385,WTf5EgVY5uU_33_39,a woman carefully slices an onion,581
39386,WTf5EgVY5uU_33_39,a woman is slicing an onion,581
39387,WTf5EgVY5uU_33_39,a woman is slicing an onion,581
39388,WTf5EgVY5uU_33_39,a japanese woman is slicing an onion in the kitchen,581
39389,WTf5EgVY5uU_33_39,the lady sliced an onion,581
39390,WTf5EgVY5uU_33_39,the woman is slicing onions,581
39391,WTf5EgVY5uU_33_39,a woman is slicing an onion,581
39392,WTf5EgVY5uU_33_39,an onion is sliced,581
39393,WTf5EgVY5uU_33_39,a woman cuts up an onion,581
39394,WTf5EgVY5uU_33_39,the lady cut an onion,581
39395,WTf5EgVY5uU_33_39,man cutting an onion with knief,581
39396,WTf5EgVY5uU_33_39,the women is cutting the something,581
39397,WTf5EgVY5uU_33_39,a woman is cutting a vegetable,581
39398,WTf5EgVY5uU_33_39,a woman slices an onion,581
39399,WTf5EgVY5uU_33_39,a woman is cutting an onion,581
39400,WTf5EgVY5uU_33_39,a lady was choping the onion in small pieces with dog,581
39401,WTf5EgVY5uU_33_39,a woman is slicing an onion,581
39402,WTf5EgVY5uU_33_39,a woman coking,581
39403,WTf5EgVY5uU_33_39,she is cutting vegetable,581
39404,WTf5EgVY5uU_33_39,one chinees lady doing some preparation for omurice with his dog,581
39405,WTf5EgVY5uU_33_39,the lady sliced the onion,581
39406,WTf5EgVY5uU_33_39,a woman is cutting onions,581
39407,WTf5EgVY5uU_33_39,the woman is dicing onions,581
39408,WTf5EgVY5uU_33_39,a women is trying to made food,581
39409,WTf5EgVY5uU_33_39,a woman is cutting an onion,581
39410,WTf5EgVY5uU_33_39,super preparing detail for omurice,581
39411,WTf5EgVY5uU_33_39,a woman demonstrates proper onion cutting technique,581
39645,WTx-K045yQM_85_98,someone is slicing a tomato with a serrated knife,214
39646,WTx-K045yQM_85_98,a person slices a tomato,214
39647,WTx-K045yQM_85_98,a person is slicing a tomato,214
39648,WTx-K045yQM_85_98,a person is slicing a tomato into slices,214
39649,WTx-K045yQM_85_98,a chef is slicing a tomato,214
39650,WTx-K045yQM_85_98,a person is cutting a tomato into slices with a knife,214
39651,WTx-K045yQM_85_98,a woman is slicing tomato,214
39652,WTx-K045yQM_85_98,a person slices a tomato,214
39653,WTx-K045yQM_85_98,a woman is slicing some tomatoes,214
39654,WTx-K045yQM_85_98,someone is slicing a tomato,214
39655,WTx-K045yQM_85_98,someone is slicing a tomato,214
39656,WTx-K045yQM_85_98,a person is slicing a tomato,214
39657,WTx-K045yQM_85_98,a woman is slicing a whole red juicy tomato with a knife,214
39658,WTx-K045yQM_85_98,the man sliced the tomatoe,214
39659,WTx-K045yQM_85_98,the man is slicing a tomato,214
39660,WTx-K045yQM_85_98,a woman is slicing a tomato,214
39661,WTx-K045yQM_85_98,a person cuts tomatos,214
39662,WTx-K045yQM_85_98,the man sliced a tomatoe,214
39663,WTx-K045yQM_85_98,a man is slicing tomato,214
39664,WTx-K045yQM_85_98,anyone is slicing tomato,214
39665,WTx-K045yQM_85_98,someone is slicing a tomatoe,214
39666,WTx-K045yQM_85_98,a chef slicing a tomato into pieces,214
39667,WTx-K045yQM_85_98,a man cooking his kichen,214
39668,WTx-K045yQM_85_98,a man cuttin tomato,214
39669,WTx-K045yQM_85_98,a person is slicing a tomato with a knife,214
39670,WTx-K045yQM_85_98,a person is slicing a tomato,214
39671,WTx-K045yQM_85_98,a person is slicing tomatoes,214
39672,WTx-K045yQM_85_98,a person make the tomato salad,214
39673,WTx-K045yQM_85_98,a woman is slicing a tomato,214
39674,WTx-K045yQM_85_98,a woman is slicing a tomato,214
39675,WTx-K045yQM_85_98,a woman is slicing some tomatoes,214
39676,WTx-K045yQM_85_98,a woman is slicing some tomatoes,214
39677,WTx-K045yQM_85_98,the person is cutting the tamto,214
39678,WTx-K045yQM_85_98,the person is slicing the tomato,214
39679,WTx-K045yQM_85_98,the woman is slicing tomatoes,214
39680,WTx-K045yQM_85_98,the person is cutting the tomato,214
39681,WTx-K045yQM_85_98,a cook slices a tomato,214
39682,WV9K6MbLjHA_106_116,one man is riding a horse in a field,3
39683,WV9K6MbLjHA_106_116,someone is riding across a field on a horse,3
39684,WV9K6MbLjHA_106_116,a woman is riding on a horse,3
39685,WV9K6MbLjHA_106_116,a person is riding a horse,3
39686,WV9K6MbLjHA_106_116,a woman is riding a horse,3
39687,WV9K6MbLjHA_106_116,a woman is riding on a horse,3
39688,WV9K6MbLjHA_106_116,a person is riding a horse through a field,3
39689,WV9K6MbLjHA_106_116,a person is riding a horse on a grassy field,3
39690,WV9K6MbLjHA_106_116,a woman rides a horse across a green field,3
39691,WV9K6MbLjHA_106_116,a girl is riding a horse,3
39692,WV9K6MbLjHA_106_116,a women training a horse to trot,3
39693,WV9K6MbLjHA_106_116,a man is riding a white horse on grassland surrounded by greenery,3
39694,WV9K6MbLjHA_106_116,a woman is ridint a horse,3
39695,WV9K6MbLjHA_106_116,the horse and rider galloped by,3
39696,WV9K6MbLjHA_106_116,the woman is riding a horse,3
39697,WV9K6MbLjHA_106_116,a woman is riding a horse across a field,3
39698,WV9K6MbLjHA_106_116,a girl is riding a horse through a field,3
39699,WV9K6MbLjHA_106_116,the rider trotted on the horse across the field,3
39700,WV9K6MbLjHA_106_116,a girl is riding a horse,3
39701,WV9K6MbLjHA_106_116,a girl rides a dwarf horse,3
39702,WV9K6MbLjHA_106_116,a horse is jumping the hurdle,3
39703,WV9K6MbLjHA_106_116,a horse is jumping the hurdles,3
39704,WV9K6MbLjHA_106_116,a man is riding horse,3
39705,WV9K6MbLjHA_106_116,boy riding on a horse,3
39706,WV9K6MbLjHA_106_116,remix and the springen,3
39707,WV9K6MbLjHA_106_116,someone is riding a horse through a field,3
39708,WV9K6MbLjHA_106_116,superb horse riding,3
39709,WV9K6MbLjHA_106_116,woman riding a horse in a ring and doing jumps,3
39710,WV9K6MbLjHA_106_116,a child rides a pony across a field,3
39711,WV9K6MbLjHA_106_116,a girl is riding a white pony,3
39712,WV9K6MbLjHA_106_116,a horse and rider gallops across a field,3
39713,WV9K6MbLjHA_106_116,a horse is ridden across a field,3
39714,WV9K6MbLjHA_106_116,a man is riding horse,3
39715,WV9K6MbLjHA_106_116,a man is riding the horse on grass,3
39716,WV9K6MbLjHA_106_116,a man riding a horse in some kind of grassy fields,3
39717,WV9K6MbLjHA_106_116,a man riding on horse,3
39718,WV9K6MbLjHA_106_116,a man riding with a horse,3
39719,WV9K6MbLjHA_106_116,a person is riding a horse across a large green meadow,3
39720,WV9K6MbLjHA_106_116,a person is riding a horse,3
39721,WV9K6MbLjHA_106_116,a person rides a horse across a grass clearing,3
39722,WV9K6MbLjHA_106_116,a person riding a horse in a field,3
39723,WV9K6MbLjHA_106_116,a woman is riding a horse in a grassy area,3
39724,WV9K6MbLjHA_106_116,a woman is riding a horse,3
39725,WV9K6MbLjHA_106_116,a woman is riding a horse,3
39726,WV9K6MbLjHA_106_116,a woman is riding a horse,3
39727,WV9K6MbLjHA_106_116,a woman is riding a horse,3
39728,WV9K6MbLjHA_106_116,a woman is riding a white horse across a field,3
39729,WV9K6MbLjHA_106_116,a woman rides a horse across a field outside,3
39730,WV9K6MbLjHA_106_116,a woman riding on the horse,3
39731,WV9K6MbLjHA_106_116,girl is riding on the horse,3
39732,WV9K6MbLjHA_106_116,horse is run by woman,3
39733,WV9K6MbLjHA_106_116,somebody is riding a horse,3
39734,WV9K6MbLjHA_106_116,someone is riding a horse in a yard,3
39735,WV9K6MbLjHA_106_116,someone is riding a horse in the grass,3
39736,WV9K6MbLjHA_106_116,someone is riding a horse,3
39737,WV9K6MbLjHA_106_116,someone is riding a horse,3
39738,WV9K6MbLjHA_106_116,a man is riding on the horse,3
39739,WV9K6MbLjHA_106_116,beauty on a ride with horse,3
39740,WV9K6MbLjHA_106_116,the man horse riding,3
39741,WV9K6MbLjHA_106_116,a guy riding in a horse,3
39742,WV9K6MbLjHA_106_116,a man horse riding on a grass,3
39772,W_iR4YVCxUY_8_15,a black colored pet dog is biting a stuffed toy fish,644
39773,W_iR4YVCxUY_8_15,a doberman pincher is chewing on a toy,644
39774,W_iR4YVCxUY_8_15,a doberman pinscher is chewing on a stuffed animal toy,644
39775,W_iR4YVCxUY_8_15,a dog chews his toy,644
39776,W_iR4YVCxUY_8_15,a dog chews on a stuffed whale toy,644
39777,W_iR4YVCxUY_8_15,a dog chews on a tennis shoe,644
39778,W_iR4YVCxUY_8_15,a dog is chewing on a toy,644
39779,W_iR4YVCxUY_8_15,a dog is eating a doll,644
39780,W_iR4YVCxUY_8_15,a dog is playing with a toy,644
39781,W_iR4YVCxUY_8_15,a dog is playing with its stuffed toy whale,644
39782,W_iR4YVCxUY_8_15,a dog is playing with some kind of dog chew toy,644
39783,W_iR4YVCxUY_8_15,a dog is playing with toys,644
39784,W_iR4YVCxUY_8_15,a dog is trying to eat duplicate fish,644
39785,W_iR4YVCxUY_8_15,a dog playing with a toy,644
39786,W_iR4YVCxUY_8_15,a dog plays with a toy,644
39787,W_iR4YVCxUY_8_15,the dog chewed a stuffed whale,644
39788,W_iR4YVCxUY_8_15,the dog chewed a toy,644
39789,W_iR4YVCxUY_8_15,the dog is chewing on a toy,644
39790,W_iR4YVCxUY_8_15,a dog is trying to bite a toy,644
39791,W_iR4YVCxUY_8_15,the dog is chewing the toys,644
39792,W_iR4YVCxUY_8_15,a dog is eating a toy,644
39793,W_iR4YVCxUY_8_15,a large dog is chewing on a stuffed toy,644
39794,W_iR4YVCxUY_8_15,a dog plays with his toys,644
39795,W_iR4YVCxUY_8_15,the dog is trying to bite off the stuffed toy,644
39796,W_iR4YVCxUY_8_15,a dog is chewing on a stuffed toy,644
39797,W_iR4YVCxUY_8_15,a dog is biting the soft toys with his teeth,644
39798,W_iR4YVCxUY_8_15,a black man sleeping,644
39799,W_iR4YVCxUY_8_15,a dog playing with a stuffed toy,644
39800,W_iR4YVCxUY_8_15,a dog is chewing a toy,644
39801,W_iR4YVCxUY_8_15,a dog is licking a soft toy,644
39802,W_iR4YVCxUY_8_15,a dog chewing on a toy fish,644
39803,W_iR4YVCxUY_8_15,a dog is smelling the bed,644
39804,W_iR4YVCxUY_8_15,a dog is biting a toy,644
39805,W_iR4YVCxUY_8_15,a dog is playing with a stuffed animal toy,644
39806,W_iR4YVCxUY_8_15,a dog is playing,644
39807,W_iR4YVCxUY_8_15,a dog is chewing a stuffed animal,644
39808,W_iR4YVCxUY_8_15,this doberman is on a mission,644
39809,W_iR4YVCxUY_8_15,a dog is chewing a stuffed toy,644
39810,W_iR4YVCxUY_8_15,a dog is playing with the soft toy,644
39811,W_iR4YVCxUY_8_15,a dobermin pincher is chewing on a doll when a man,644
39812,W_iR4YVCxUY_8_15,doberman pinscher playing with his toys,644
39813,W_iR4YVCxUY_8_15,a dog licking toys,644
39814,W_iR4YVCxUY_8_15,a doberman is chewing on a soft toy,644
39815,W_iR4YVCxUY_8_15,a dog is chewing a stuffed toy,644
39816,W_iR4YVCxUY_8_15,a dog is eating a toy,644
39817,W_iR4YVCxUY_8_15,a dog is biting a doll,644
39818,W_iR4YVCxUY_8_15,a dog is eating dolls,644
39819,W_iR4YVCxUY_8_15,a dog is playing with a toy,644
39820,W_iR4YVCxUY_8_15,a dog is licking and chewing a stuffed toy,644
39821,W_iR4YVCxUY_8_15,a doberman playing with some sort of teddy by sitting on a bed,644
39822,W_iR4YVCxUY_8_15,a dog chews on a toy,644
39823,W_iR4YVCxUY_8_15,a dog is biting the soft toy,644
39824,W_iR4YVCxUY_8_15,a dog is chewing a toy,644
39825,W_iR4YVCxUY_8_15,the dog chewed on his toy,644
39826,W_iR4YVCxUY_8_15,a dog is playing,644
39827,W_iR4YVCxUY_8_15,the dog is playing with toys,644
39828,W_iR4YVCxUY_8_15,a doberman is chewing on a plush toy,644
39829,W_iR4YVCxUY_8_15,a dog plays with a chew toy,644
39830,W_iR4YVCxUY_8_15,the dog chewed on his toy,644
39831,WeOU0Iba1Xg_1_30,a man galloping on his horse,459
39832,WeOU0Iba1Xg_1_30,a girl is riding a horse,459
39833,WeOU0Iba1Xg_1_30,a man is riding a brown horse,459
39834,WeOU0Iba1Xg_1_30,a man is riding a horse bareback,459
39835,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39836,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39837,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39838,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39839,WeOU0Iba1Xg_1_30,a man is riding on a horse,459
39840,WeOU0Iba1Xg_1_30,a man rides a horse,459
39841,WeOU0Iba1Xg_1_30,a man sitting on the back of a horse is having a bumpy ride,459
39842,WeOU0Iba1Xg_1_30,the person is riding the horse,459
39843,WeOU0Iba1Xg_1_30,a man riding a horse,459
39844,WeOU0Iba1Xg_1_30,a girl riding horse,459
39845,WeOU0Iba1Xg_1_30,a woman riding a horse,459
39846,WeOU0Iba1Xg_1_30,a young girl riding bareback on a horse,459
39847,WeOU0Iba1Xg_1_30,a man is riding on a mad horse,459
39848,WeOU0Iba1Xg_1_30,girl riding a horse,459
39849,WeOU0Iba1Xg_1_30,a galloping horse,459
39850,WeOU0Iba1Xg_1_30,a girl is riding a horse,459
39851,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39852,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39853,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39854,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39855,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39856,WeOU0Iba1Xg_1_30,a man is riding bareback on an energetic horse,459
39857,WeOU0Iba1Xg_1_30,a man is riding horse,459
39858,WeOU0Iba1Xg_1_30,a man rides a horse,459
39859,WeOU0Iba1Xg_1_30,a man rides a horse,459
39860,WeOU0Iba1Xg_1_30,a man rides his horse bareback in a field,459
39861,WeOU0Iba1Xg_1_30,a man rides on a horse bareback,459
39862,WeOU0Iba1Xg_1_30,a man riding a horse bareback,459
39863,WeOU0Iba1Xg_1_30,a man riding a horse,459
39864,WeOU0Iba1Xg_1_30,a man riding on horse,459
39865,WeOU0Iba1Xg_1_30,a man riding the horse,459
39866,WeOU0Iba1Xg_1_30,a woman is riding a horse,459
39867,WeOU0Iba1Xg_1_30,a woman is riding a horse,459
39868,WeOU0Iba1Xg_1_30,a woman rides a horse around a yard,459
39869,WeOU0Iba1Xg_1_30,horse begins to run,459
39870,WeOU0Iba1Xg_1_30,someone riding a horse,459
39871,WeOU0Iba1Xg_1_30,the girl galloped on the brown horse,459
39872,WeOU0Iba1Xg_1_30,the girl rode her brown horse on the grass,459
39873,WeOU0Iba1Xg_1_30,the lady is riding the horse,459
39874,WeOU0Iba1Xg_1_30,the man is riding a horse bareback,459
39875,WeOU0Iba1Xg_1_30,the woman is riding a horse,459
39876,WeOU0Iba1Xg_1_30,a man is riding a horse,459
39877,WeOU0Iba1Xg_1_30,a man having fun with horse psycho,459
39878,WinaH9SkW9c_11_38,a man is riding a horse,121
39879,WinaH9SkW9c_11_38,a man is riding on a horse,121
39880,WinaH9SkW9c_11_38,a man is riding a horse in an enclosed area,121
39881,WinaH9SkW9c_11_38,a man rides a horse,121
39882,WinaH9SkW9c_11_38,a man is riding a horse,121
39883,WinaH9SkW9c_11_38,a man is sitting on the back of a horse as it trots in a circular motion in an open enclosed area,121
39884,WinaH9SkW9c_11_38,a man riding a horse in a circle,121
39885,WinaH9SkW9c_11_38,the man rode a brown horse,121
39886,WinaH9SkW9c_11_38,the man is riding a horse in circles,121
39887,WinaH9SkW9c_11_38,a man rides a horse in circles,121
39888,WinaH9SkW9c_11_38,a man is riding a horse in circles,121
39889,WinaH9SkW9c_11_38,the man rode a horse in a ring,121
39890,WinaH9SkW9c_11_38,a guy is riding in the horse,121
39891,WinaH9SkW9c_11_38,a man around the garden above on the hourse,121
39892,WinaH9SkW9c_11_38,a man is riding a horse,121
39893,WinaH9SkW9c_11_38,a man is riding horse,121
39894,WinaH9SkW9c_11_38,a man is riding on the horse,121
39895,WinaH9SkW9c_11_38,a man is training a horse how to turn,121
39896,WinaH9SkW9c_11_38,a men on house during traning,121
39897,WinaH9SkW9c_11_38,a men riding the horse,121
39898,WinaH9SkW9c_11_38,aguy is riding in the horse,121
39899,WinaH9SkW9c_11_38,he is hars raiding,121
39900,WinaH9SkW9c_11_38,the man is riding the horse,121
39901,WinaH9SkW9c_11_38,turning,121
39902,WinaH9SkW9c_11_38,a man giving training to a horse for the ride,121
39903,WinaH9SkW9c_11_38,a man in a blue shirt riding a horse in a fenced area,121
39904,WinaH9SkW9c_11_38,a man is riding a horse around in a small circle,121
39905,WinaH9SkW9c_11_38,a man is riding a horse in a stable,121
39906,WinaH9SkW9c_11_38,a man is riding a horse in circles in a paddock,121
39907,WinaH9SkW9c_11_38,a man is riding a horse in small circles in a corral,121
39908,WinaH9SkW9c_11_38,a man is riding a horse,121
39909,WinaH9SkW9c_11_38,a man is riding a horse,121
39910,WinaH9SkW9c_11_38,a man is riding a horse,121
39911,WinaH9SkW9c_11_38,a man is riding a horse,121
39912,WinaH9SkW9c_11_38,a man is riding a horse,121
39913,WinaH9SkW9c_11_38,a man is riding his horse around a pen,121
39914,WinaH9SkW9c_11_38,a man is riding horse,121
39915,WinaH9SkW9c_11_38,a man is riding horse,121
39916,WinaH9SkW9c_11_38,a man is riding on a horse and moving round,121
39917,WinaH9SkW9c_11_38,a man is riding on a horse,121
39918,WinaH9SkW9c_11_38,a man is riding on horse,121
39919,WinaH9SkW9c_11_38,a man rides a horse in a pen,121
39920,WinaH9SkW9c_11_38,a man riding a horse,121
39921,WinaH9SkW9c_11_38,a man riding a horse,121
39922,WinaH9SkW9c_11_38,a man riding on a horse,121
39923,WinaH9SkW9c_11_38,a man training horse to turn,121
39924,WinaH9SkW9c_11_38,a mas is teaching of riding a horse,121
39925,WinaH9SkW9c_11_38,a person is making the horse to round by riding it,121
39926,WinaH9SkW9c_11_38,the horse riding instructor giving training to his horse,121
39927,WinaH9SkW9c_11_38,the man is riding a horse,121
39928,WinaH9SkW9c_11_38,a man is riding horse,121
39929,WinaH9SkW9c_11_38,man showing how to turn on a horse,121
39930,WinaH9SkW9c_11_38,man rides,121
39931,Wnz3IevSNg0_1_8,a man sitting on frozen ice is fishing when he is knocked into the water by a whale that comes crashing through the ice,467
39932,Wnz3IevSNg0_1_8,a man who is ice fishing is eaten by a killer whale,467
39933,Wnz3IevSNg0_1_8,a man fishing gets eaten by a killer whale,467
39934,Wnz3IevSNg0_1_8,a man is fishing in the ice,467
39935,Wnz3IevSNg0_1_8,an ice fisherman is eaten by an animated killer whale,467
39936,Wnz3IevSNg0_1_8,i whale at a ice fisherman,467
39937,Wnz3IevSNg0_1_8,a man is fishing in snow,467
39938,Wnz3IevSNg0_1_8,a person ice fishing is eaten by a killer whale,467
39939,Wnz3IevSNg0_1_8,a whale eats a man who is ice fishing,467
39940,Wnz3IevSNg0_1_8,an eskimo is being eaten by a whale,467
39941,Wnz3IevSNg0_1_8,a man is fishing and gets eat by a whale,467
39942,Wnz3IevSNg0_1_8,an eskimo is ice fishing,467
39943,Wnz3IevSNg0_1_8,the eskimo was eaten by a killer whale,467
39944,Wnz3IevSNg0_1_8,the killer whale ate the ice fisherman,467
39945,Wnz3IevSNg0_1_8,a person falls through a sheet of ice,467
39946,Wnz3IevSNg0_1_8,the man was swallowed by an orca while ice fishing,467
39947,Wnz3IevSNg0_1_8,a fish is eat a men,467
39948,Wnz3IevSNg0_1_8,a man doing ice fishing,467
39949,Wnz3IevSNg0_1_8,a man is ice fushing suckes,467
39950,Wnz3IevSNg0_1_8,a whale eats a man,467
39951,Wnz3IevSNg0_1_8,the fish is came,467
39952,Wnz3IevSNg0_1_8,there is fishing rocks,467
39953,Wnz3IevSNg0_1_8,a fish in ice,467
39954,Wnz3IevSNg0_1_8,a man gets a rude awakening from a whale while ice fishing,467
39955,Wnz3IevSNg0_1_8,a man ice fishing gets eaten by a whale,467
39956,Wnz3IevSNg0_1_8,a man is doing something,467
39957,Wnz3IevSNg0_1_8,a shark amazingly hit the man who catching fish under snow,467
39958,Wnz3IevSNg0_1_8,the man is ice fishing when the whale ate him,467
39959,Wnz3IevSNg0_1_8,a man is catching a fish,467
39960,Wnz3IevSNg0_1_8,the person is doing the something,467
39961,Wnz3IevSNg0_1_8,this sinking,467
40137,Wv3u2q3oGeU_35_45,a man is playing an electric keyboard,92
40138,Wv3u2q3oGeU_35_45,a man is playing a piano,92
